Frame,Family,Genus,Species,SN,Number,TL
291,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
291,Labridae,Thalassoma,jansenii,Thalassoma_jansenii,1,14
291,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,5
291,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
292,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
292,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
292,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
292,Labridae,Thalassoma,jansenii,Thalassoma_jansenii,1,14
293,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
293,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
294,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
294,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
294,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
295,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,5
295,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
296,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
296,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
296,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
296,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,4
296,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
296,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
296,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
296,Labridae,Halichoeres,melanurus,Halichoeres_melanurus,1,12
297,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
297,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
297,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
297,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
297,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,5
298,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
298,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
298,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
298,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
298,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
298,Labridae,Halichoeres,melanurus,Halichoeres_melanurus,1,10
299,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
299,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
299,Labridae,Halichoeres,melanurus,Halichoeres_melanurus,1,12
299,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
300,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
300,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
300,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
300,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
300,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
301,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
301,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
301,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
301,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,10
302,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
302,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
302,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
302,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,4
302,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
303,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
303,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
303,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
303,Labridae,Halichoeres,melanurus,Halichoeres_melanurus,1,10
304,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
304,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
304,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
304,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
304,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
305,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
305,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
306,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
306,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,3
306,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
306,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,4
306,Labridae,Coris,batuensis,Coris_batuensis,1,10
306,Labridae,Coris,batuensis,Coris_batuensis,1,10
307,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
307,Labridae,Thalassoma,jansenii,Thalassoma_jansenii,1,14
307,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
307,Labridae,Coris,batuensis,Coris_batuensis,1,10
307,Labridae,Coris,batuensis,Coris_batuensis,1,10
307,Pomacentridae,Pomacentrus,philippinus,Pomacentrus_philippinus,1,10
308,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
308,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
308,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
308,Labridae,Coris,batuensis,Coris_batuensis,1,10
308,Labridae,Coris,batuensis,Coris_batuensis,1,10
309,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
309,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
309,Labridae,Coris,batuensis,Coris_batuensis,1,12
309,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
310,Labridae,Coris,batuensis,Coris_batuensis,1,14
310,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
310,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
310,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
310,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
311,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
311,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
312,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
312,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,4
312,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
313,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
313,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
313,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
313,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
314,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
315,Labridae,Halichoeres,marginatus,Halichoeres_marginatus,1,14
315,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
315,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,4
315,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
316,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
316,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
316,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
316,Labridae,Halichoeres,marginatus,Halichoeres_marginatus,1,13
316,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
316,Labridae,Halichoeres,hortulanus,Halichoeres_hortulanus,1,12
317,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
317,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
317,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
317,Labridae,Halichoeres,marginatus,Halichoeres_marginatus,1,12
318,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
318,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
318,Labridae,Halichoeres,marginatus,Halichoeres_marginatus,1,12
318,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,10
318,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
318,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,4
319,Labridae,Halichoeres,marginatus,Halichoeres_marginatus,1,12
319,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
319,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
319,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
319,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,10
319,Labridae,Thalassoma,jansenii,Thalassoma_jansenii,1,14
320,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
320,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
320,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
320,Pomacanthidae,Centropyge,vrolikii,Centropyge_vrolikii,1,10
321,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
322,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
322,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
322,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
323,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
324,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
324,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,4
325,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
325,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
325,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
326,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
327,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
327,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
327,Labridae,Thalassoma,jansenii,Thalassoma_jansenii,1,14
327,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
328,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
328,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
328,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
328,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
328,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,8
329,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
329,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
329,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
329,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,4
329,Labridae,Thalassoma,jansenii,Thalassoma_jansenii,1,14
330,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
330,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,8
330,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,10
331,Pomacanthidae,Centropyge,vrolikii,Centropyge_vrolikii,1,12
331,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
331,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
331,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
331,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
331,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,10
332,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,10
332,Pomacanthidae,Centropyge,vrolikii,Centropyge_vrolikii,1,12
332,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
332,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
333,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
333,Pomacanthidae,Centropyge,vrolikii,Centropyge_vrolikii,1,12
334,Nemipteridae,Scolopsis,bilineata,Scolopsis_bilineata,1,14
334,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
334,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
334,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
334,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
334,Pseudochromidae,Pseudochromis,fuscus,Pseudochromis_fuscus,1,10
335,Pseudochromidae,Pseudochromis,fuscus,Pseudochromis_fuscus,1,10
335,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
335,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
335,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
335,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
335,Epinephelidae,Epinephelus,merra,Epinephelus_merra,1,20
335,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
335,Serranidae,Cephalopholis,cyanostigma,Cephalopholis_cyanostigma,1,18
335,Nemipteridae,Scolopsis,bilineata,Scolopsis_bilineata,1,15
336,Epinephelidae,Epinephelus,merra,Epinephelus_merra,1,16
336,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
336,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,4
336,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
337,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
337,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
337,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
337,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
338,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
338,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
338,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
339,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
339,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
339,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
340,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
340,Pseudochromidae,Pseudochromis,fuscus,Pseudochromis_fuscus,1,10
340,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
340,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
341,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
341,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
341,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
341,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
342,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
342,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
343,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
343,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
343,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
344,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
344,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
344,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
344,Labridae,Cheilinus,chlorourus,Cheilinus_chlorourus,1,9
344,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
345,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
345,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
345,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
345,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
346,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
347,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
347,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
348,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
348,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,8
349,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
349,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
349,Labridae,Cheilinus,chlorourus,Cheilinus_chlorourus,1,12
349,Labridae,Thalassoma,jansenii,Thalassoma_jansenii,1,15
350,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
350,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
350,Labridae,Cheilinus,chlorourus,Cheilinus_chlorourus,1,9
350,Labridae,Halichoeres,hortulanus,Halichoeres_hortulanus,1,12
350,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
351,Labridae,Halichoeres,hortulanus,Halichoeres_hortulanus,1,14
351,Labridae,Cheilinus,chlorourus,Cheilinus_chlorourus,1,9
351,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
351,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
351,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
352,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
352,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
352,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,8
353,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,8
353,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
354,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
354,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,6
354,Labridae,Cheilinus,chlorourus,Cheilinus_chlorourus,1,5
354,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
354,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,4
355,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,3
355,Pomacentridae,Pomacentrus,philippinus,Pomacentrus_philippinus,1,10
355,Labridae,Cheilinus,chlorourus,Cheilinus_chlorourus,1,7
355,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
355,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
355,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
355,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
356,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
356,Pomacanthidae,Centropyge,vrolikii,Centropyge_vrolikii,1,10
356,Pomacentridae,Pomacentrus,philippinus,Pomacentrus_philippinus,1,10
356,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
357,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
357,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
357,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
357,Pomacanthidae,Centropyge,vrolikii,Centropyge_vrolikii,1,10
357,Nemipteridae,Scolopsis,bilineata,Scolopsis_bilineata,1,12
358,Nemipteridae,Scolopsis,bilineata,Scolopsis_bilineata,1,12
358,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,8
358,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
358,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,5
358,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,7
359,Pseudochromidae,Pseudochromis,fuscus,Pseudochromis_fuscus,1,12
359,Pomacentridae,Pomacentrus,chrysurus,Pomacentrus_chrysurus,1,10
359,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,2
359,Labridae,Cheilinus,chlorourus,Cheilinus_chlorourus,1,6
360,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus_moluccensis,1,4
360,Labridae,Stethojulis,bandanensis,Stethojulis_bandanensis,1,6
